split,epoch,loss,mae,accuracy,precision,recall,f1,roc_auc,average_precision
best_validation_epoch,8.0,0.6339718295681861,0.2916174761560415,0.7096774193548387,0.9333333333333333,0.6363636363636364,0.7567567567567568,0.8282828282828283,0.8973608533924218
test,,0.6533505107284686,0.280719196699499,0.7087155963302753,0.8975903614457831,0.6876923076923077,0.7787456445993032,0.8066250866250866,0.9035978825034119
